route_id,route_name,departure_slot,fleet_id,trip_count,avg_delay_minutes,max_delay_minutes,high_delay_count,avg_delay_risk_probability,main_delay_reason,risk_rank,risk_category
R006,Yogyakarta - Denpasar,Pagi,BUS-083,1,13.0,13,0,0.3939393939393939,Lalu Lintas,1374,Medium
R006,Yogyakarta - Denpasar,Sore,BUS-070,1,13.0,13,0,0.3939393939393939,Teknis Armada,1375,Medium
R007,Yogyakarta - Solo,Dini Hari,BUS-066,1,13.0,13,0,0.3939393939393939,Cuaca Buruk,1376,Medium
R007,Yogyakarta - Solo,Pagi,BUS-026,1,13.0,13,0,0.3939393939393939,Teknis Armada,1377,Medium
R007,Yogyakarta - Solo,Pagi,BUS-047,1,13.0,13,0,0.3939393939393939,Cuaca Buruk,1378,Medium
R007,Yogyakarta - Solo,Sore,BUS-066,1,13.0,13,0,0.3939393939393939,Terminal Padat,1379,Medium
R008,Yogyakarta - Purwokerto,Malam,BUS-044,2,13.0,24,0,0.3939393939393939,Teknis Armada,1380,Medium
R008,Yogyakarta - Purwokerto,Malam,BUS-074,1,13.0,13,0,0.3939393939393939,Lalu Lintas,1381,Medium
R008,Yogyakarta - Purwokerto,Pagi,BUS-077,1,13.0,13,0,0.3939393939393939,Cuaca Buruk,1382,Medium
R008,Yogyakarta - Purwokerto,Siang,BUS-006,4,13.0,26,0,0.3939393939393939,Jalan Rusak,1383,Medium
R008,Yogyakarta - Purwokerto,Siang,BUS-020,1,13.0,13,0,0.3939393939393939,Cuaca Buruk,1384,Medium
R008,Yogyakarta - Purwokerto,Siang,BUS-039,1,13.0,13,0,0.3939393939393939,Cuaca Buruk,1385,Medium
R008,Yogyakarta - Purwokerto,Siang,BUS-067,2,13.0,22,0,0.3939393939393939,Lalu Lintas,1386,Medium
R009,Yogyakarta - Madiun,Dini Hari,BUS-024,1,13.0,13,0,0.3939393939393939,Cuaca Buruk,1387,Medium
R009,Yogyakarta - Madiun,Dini Hari,BUS-084,1,13.0,13,0,0.3939393939393939,Terminal Padat,1388,Medium
R009,Yogyakarta - Madiun,Malam,BUS-001,1,13.0,13,0,0.3939393939393939,Terminal Padat,1389,Medium
R009,Yogyakarta - Madiun,Malam,BUS-026,1,13.0,13,0,0.3939393939393939,Teknis Armada,1390,Medium
R009,Yogyakarta - Madiun,Malam,BUS-060,1,13.0,13,0,0.3939393939393939,Cuaca Buruk,1391,Medium
R009,Yogyakarta - Madiun,Pagi,BUS-055,1,13.0,13,0,0.3939393939393939,Terminal Padat,1392,Medium
R009,Yogyakarta - Madiun,Siang,BUS-013,1,13.0,13,0,0.3939393939393939,Cuaca Buruk,1393,Medium
R009,Yogyakarta - Madiun,Siang,BUS-017,1,13.0,13,0,0.3939393939393939,Teknis Armada,1394,Medium
R010,Yogyakarta - Lampung,Dini Hari,BUS-045,1,13.0,13,0,0.3939393939393939,Cuaca Buruk,1395,Medium
R010,Yogyakarta - Lampung,Dini Hari,BUS-053,2,13.0,15,0,0.3939393939393939,Jalan Rusak,1396,Medium
R010,Yogyakarta - Lampung,Malam,BUS-017,2,13.0,20,0,0.3939393939393939,Teknis Armada,1397,Medium
R010,Yogyakarta - Lampung,Malam,BUS-032,1,13.0,13,0,0.3939393939393939,Cuaca Buruk,1398,Medium
R010,Yogyakarta - Lampung,Pagi,BUS-024,1,13.0,13,0,0.3939393939393939,Cuaca Buruk,1399,Medium
R010,Yogyakarta - Lampung,Pagi,BUS-028,1,13.0,13,0,0.3939393939393939,Lalu Lintas,1400,Medium
R002,Yogyakarta - Bandung,Malam,BUS-060,3,13.0,26,0,0.39393939393939387,Tidak Ada,1401,Medium
R003,Yogyakarta - Surabaya,Malam,BUS-058,6,13.0,25,0,0.39393939393939387,Jalan Rusak,1402,Medium
R005,Yogyakarta - Malang,Pagi,BUS-073,3,13.0,26,0,0.39393939393939387,Lalu Lintas,1403,Medium
R005,Yogyakarta - Malang,Siang,BUS-062,3,13.0,17,0,0.39393939393939387,Lalu Lintas,1404,Medium
R010,Yogyakarta - Lampung,Dini Hari,BUS-057,3,13.0,26,0,0.39393939393939387,Teknis Armada,1405,Medium
R007,Yogyakarta - Solo,Sore,BUS-025,4,12.75,26,0,0.38636363636363635,Tidak Ada,1406,Medium
R003,Yogyakarta - Surabaya,Dini Hari,BUS-022,3,12.666666666666666,18,0,0.38383838383838387,Jalan Rusak,1407,Medium
R004,Yogyakarta - Semarang,Malam,BUS-068,3,12.666666666666666,16,0,0.38383838383838387,Jalan Rusak,1408,Medium
R005,Yogyakarta - Malang,Malam,BUS-002,3,12.666666666666666,21,0,0.38383838383838387,Cuaca Buruk,1409,Medium
R005,Yogyakarta - Malang,Siang,BUS-016,3,12.666666666666666,32,1,0.38383838383838387,Tidak Ada,1410,Medium
R005,Yogyakarta - Malang,Sore,BUS-053,3,12.666666666666666,26,0,0.38383838383838387,Tidak Ada,1411,Medium
R001,Yogyakarta - Jakarta,Malam,BUS-036,3,12.666666666666666,18,0,0.3838383838383838,Jalan Rusak,1412,Medium
R001,Yogyakarta - Jakarta,Siang,BUS-032,3,12.666666666666666,14,0,0.3838383838383838,Jalan Rusak,1413,Medium
R003,Yogyakarta - Surabaya,Siang,BUS-041,3,12.666666666666666,21,0,0.3838383838383838,Tidak Ada,1414,Medium
R005,Yogyakarta - Malang,Malam,BUS-056,3,12.666666666666666,26,0,0.3838383838383838,Tidak Ada,1415,Medium
R005,Yogyakarta - Malang,Siang,BUS-043,3,12.666666666666666,22,0,0.3838383838383838,Tidak Ada,1416,Medium
R008,Yogyakarta - Purwokerto,Malam,BUS-067,3,12.666666666666666,25,0,0.3838383838383838,Tidak Ada,1417,Medium
R009,Yogyakarta - Madiun,Pagi,BUS-070,3,12.666666666666666,26,0,0.3838383838383838,Tidak Ada,1418,Medium
R001,Yogyakarta - Jakarta,Dini Hari,BUS-067,2,12.5,18,0,0.3787878787878788,Terminal Padat,1419,Medium
R001,Yogyakarta - Jakarta,Dini Hari,BUS-082,2,12.5,19,0,0.3787878787878788,Terminal Padat,1420,Medium
R001,Yogyakarta - Jakarta,Pagi,BUS-003,2,12.5,19,0,0.3787878787878788,Cuaca Buruk,1421,Medium
R003,Yogyakarta - Surabaya,Siang,BUS-061,2,12.5,17,0,0.3787878787878788,Terminal Padat,1422,Medium
R005,Yogyakarta - Malang,Dini Hari,BUS-026,4,12.5,25,0,0.3787878787878788,Terminal Padat,1423,Medium
R005,Yogyakarta - Malang,Malam,BUS-068,2,12.5,25,0,0.3787878787878788,Jalan Rusak,1424,Medium
R005,Yogyakarta - Malang,Siang,BUS-038,2,12.5,17,0,0.3787878787878788,Cuaca Buruk,1425,Medium
R005,Yogyakarta - Malang,Siang,BUS-055,2,12.5,21,0,0.3787878787878788,Cuaca Buruk,1426,Medium
R005,Yogyakarta - Malang,Siang,BUS-070,2,12.5,14,0,0.3787878787878788,Cuaca Buruk,1427,Medium
R006,Yogyakarta - Denpasar,Dini Hari,BUS-052,2,12.5,25,0,0.3787878787878788,Jalan Rusak,1428,Medium
R007,Yogyakarta - Solo,Malam,BUS-048,2,12.5,15,0,0.3787878787878788,Cuaca Buruk,1429,Medium
R008,Yogyakarta - Purwokerto,Malam,BUS-081,2,12.5,21,0,0.3787878787878788,Terminal Padat,1430,Medium
R010,Yogyakarta - Lampung,Dini Hari,BUS-019,2,12.5,16,0,0.3787878787878788,Terminal Padat,1431,Medium
R010,Yogyakarta - Lampung,Malam,BUS-052,2,12.5,17,0,0.3787878787878788,Terminal Padat,1432,Medium
R010,Yogyakarta - Lampung,Sore,BUS-005,2,12.5,17,0,0.3787878787878788,Lalu Lintas,1433,Medium
R005,Yogyakarta - Malang,Malam,BUS-057,5,12.4,24,0,0.37575757575757573,Tidak Ada,1434,Medium
R001,Yogyakarta - Jakarta,Pagi,BUS-082,3,12.333333333333334,28,0,0.37373737373737376,Tidak Ada,1435,Medium
R002,Yogyakarta - Bandung,Malam,BUS-035,3,12.333333333333334,16,0,0.37373737373737376,Jalan Rusak,1436,Medium
R002,Yogyakarta - Bandung,Sore,BUS-075,3,12.333333333333334,14,0,0.3737373737373737,Teknis Armada,1437,Medium
R003,Yogyakarta - Surabaya,Dini Hari,BUS-055,3,12.333333333333334,18,0,0.3737373737373737,Cuaca Buruk,1438,Medium
R003,Yogyakarta - Surabaya,Malam,BUS-044,3,12.333333333333334,21,0,0.3737373737373737,Tidak Ada,1439,Medium
R007,Yogyakarta - Solo,Malam,BUS-011,3,12.333333333333334,19,0,0.3737373737373737,Terminal Padat,1440,Medium
R008,Yogyakarta - Purwokerto,Malam,BUS-033,3,12.333333333333334,21,0,0.3737373737373737,Teknis Armada,1441,Medium
R001,Yogyakarta - Jakarta,Malam,BUS-031,4,12.25,25,0,0.3712121212121212,Jalan Rusak,1442,Medium
R008,Yogyakarta - Purwokerto,Pagi,BUS-047,4,12.25,18,0,0.3712121212121212,Jalan Rusak,1443,Medium
R005,Yogyakarta - Malang,Pagi,BUS-039,3,12.0,19,0,0.3636363636363637,Jalan Rusak,1444,Medium
R001,Yogyakarta - Jakarta,Malam,BUS-012,1,12.0,12,0,0.36363636363636365,Cuaca Buruk,1445,Medium
R001,Yogyakarta - Jakarta,Malam,BUS-083,1,12.0,12,0,0.36363636363636365,Terminal Padat,1446,Medium
R001,Yogyakarta - Jakarta,Pagi,BUS-052,2,12.0,12,0,0.36363636363636365,Terminal Padat,1447,Medium
R001,Yogyakarta - Jakarta,Pagi,BUS-059,2,12.0,17,0,0.36363636363636365,Jalan Rusak,1448,Medium
R001,Yogyakarta - Jakarta,Siang,BUS-017,1,12.0,12,0,0.36363636363636365,Cuaca Buruk,1449,Medium
R001,Yogyakarta - Jakarta,Siang,BUS-022,1,12.0,12,0,0.36363636363636365,Lalu Lintas,1450,Medium
R001,Yogyakarta - Jakarta,Sore,BUS-026,1,12.0,12,0,0.36363636363636365,Lalu Lintas,1451,Medium
R002,Yogyakarta - Bandung,Dini Hari,BUS-009,1,12.0,12,0,0.36363636363636365,Lalu Lintas,1452,Medium
R002,Yogyakarta - Bandung,Dini Hari,BUS-022,1,12.0,12,0,0.36363636363636365,Jalan Rusak,1453,Medium
R002,Yogyakarta - Bandung,Dini Hari,BUS-029,2,12.0,16,0,0.36363636363636365,Teknis Armada,1454,Medium
R002,Yogyakarta - Bandung,Malam,BUS-046,2,12.0,17,0,0.36363636363636365,Cuaca Buruk,1455,Medium
R002,Yogyakarta - Bandung,Pagi,BUS-066,2,12.0,16,0,0.36363636363636365,Lalu Lintas,1456,Medium
R002,Yogyakarta - Bandung,Pagi,BUS-076,1,12.0,12,0,0.36363636363636365,Terminal Padat,1457,Medium
R002,Yogyakarta - Bandung,Siang,BUS-002,5,12.0,28,0,0.36363636363636365,Tidak Ada,1458,Medium
R003,Yogyakarta - Surabaya,Malam,BUS-003,4,12.0,30,1,0.36363636363636365,Tidak Ada,1459,Medium
R003,Yogyakarta - Surabaya,Malam,BUS-020,2,12.0,23,0,0.36363636363636365,Teknis Armada,1460,Medium
R003,Yogyakarta - Surabaya,Malam,BUS-030,2,12.0,16,0,0.36363636363636365,Lalu Lintas,1461,Medium
R003,Yogyakarta - Surabaya,Pagi,BUS-007,1,12.0,12,0,0.36363636363636365,Jalan Rusak,1462,Medium
R003,Yogyakarta - Surabaya,Pagi,BUS-068,1,12.0,12,0,0.36363636363636365,Cuaca Buruk,1463,Medium
R003,Yogyakarta - Surabaya,Pagi,BUS-072,2,12.0,15,0,0.36363636363636365,Lalu Lintas,1464,Medium
R003,Yogyakarta - Surabaya,Siang,BUS-012,1,12.0,12,0,0.36363636363636365,Terminal Padat,1465,Medium
R003,Yogyakarta - Surabaya,Siang,BUS-067,1,12.0,12,0,0.36363636363636365,Teknis Armada,1466,Medium
R003,Yogyakarta - Surabaya,Siang,BUS-078,2,12.0,18,0,0.36363636363636365,Jalan Rusak,1467,Medium
R003,Yogyakarta - Surabaya,Sore,BUS-017,2,12.0,18,0,0.36363636363636365,Cuaca Buruk,1468,Medium
R003,Yogyakarta - Surabaya,Sore,BUS-065,1,12.0,12,0,0.36363636363636365,Jalan Rusak,1469,Medium
R004,Yogyakarta - Semarang,Dini Hari,BUS-004,1,12.0,12,0,0.36363636363636365,Teknis Armada,1470,Medium
R004,Yogyakarta - Semarang,Dini Hari,BUS-064,1,12.0,12,0,0.36363636363636365,Jalan Rusak,1471,Medium
R004,Yogyakarta - Semarang,Dini Hari,BUS-076,1,12.0,12,0,0.36363636363636365,Teknis Armada,1472,Medium
R004,Yogyakarta - Semarang,Malam,BUS-050,4,12.0,30,1,0.36363636363636365,Tidak Ada,1473,Medium
R004,Yogyakarta - Semarang,Siang,BUS-010,1,12.0,12,0,0.36363636363636365,Terminal Padat,1474,Medium
R004,Yogyakarta - Semarang,Siang,BUS-059,1,12.0,12,0,0.36363636363636365,Lalu Lintas,1475,Medium
R004,Yogyakarta - Semarang,Sore,BUS-038,1,12.0,12,0,0.36363636363636365,Teknis Armada,1476,Medium
R004,Yogyakarta - Semarang,Sore,BUS-057,2,12.0,13,0,0.36363636363636365,Teknis Armada,1477,Medium
R004,Yogyakarta - Semarang,Sore,BUS-061,2,12.0,23,0,0.36363636363636365,Jalan Rusak,1478,Medium
R005,Yogyakarta - Malang,Dini Hari,BUS-012,2,12.0,18,0,0.36363636363636365,Terminal Padat,1479,Medium
R005,Yogyakarta - Malang,Dini Hari,BUS-083,1,12.0,12,0,0.36363636363636365,Lalu Lintas,1480,Medium
R005,Yogyakarta - Malang,Malam,BUS-025,1,12.0,12,0,0.36363636363636365,Terminal Padat,1481,Medium
R005,Yogyakarta - Malang,Sore,BUS-014,1,12.0,12,0,0.36363636363636365,Teknis Armada,1482,Medium
R005,Yogyakarta - Malang,Sore,BUS-023,1,12.0,12,0,0.36363636363636365,Jalan Rusak,1483,Medium
R006,Yogyakarta - Denpasar,Dini Hari,BUS-005,2,12.0,22,0,0.36363636363636365,Jalan Rusak,1484,Medium
R006,Yogyakarta - Denpasar,Dini Hari,BUS-007,1,12.0,12,0,0.36363636363636365,Cuaca Buruk,1485,Medium
R006,Yogyakarta - Denpasar,Malam,BUS-062,2,12.0,12,0,0.36363636363636365,Cuaca Buruk,1486,Medium
R006,Yogyakarta - Denpasar,Malam,BUS-074,1,12.0,12,0,0.36363636363636365,Cuaca Buruk,1487,Medium
R006,Yogyakarta - Denpasar,Siang,BUS-025,1,12.0,12,0,0.36363636363636365,Cuaca Buruk,1488,Medium
R006,Yogyakarta - Denpasar,Siang,BUS-043,1,12.0,12,0,0.36363636363636365,Jalan Rusak,1489,Medium
R006,Yogyakarta - Denpasar,Siang,BUS-059,1,12.0,12,0,0.36363636363636365,Cuaca Buruk,1490,Medium
R006,Yogyakarta - Denpasar,Sore,BUS-028,4,12.0,23,0,0.36363636363636365,Jalan Rusak,1491,Medium
R006,Yogyakarta - Denpasar,Sore,BUS-080,1,12.0,12,0,0.36363636363636365,Lalu Lintas,1492,Medium
R007,Yogyakarta - Solo,Dini Hari,BUS-051,1,12.0,12,0,0.36363636363636365,Teknis Armada,1493,Medium
R007,Yogyakarta - Solo,Malam,BUS-004,2,12.0,17,0,0.36363636363636365,Lalu Lintas,1494,Medium
R007,Yogyakarta - Solo,Malam,BUS-063,1,12.0,12,0,0.36363636363636365,Jalan Rusak,1495,Medium
R007,Yogyakarta - Solo,Pagi,BUS-020,1,12.0,12,0,0.36363636363636365,Jalan Rusak,1496,Medium
R007,Yogyakarta - Solo,Siang,BUS-005,1,12.0,12,0,0.36363636363636365,Cuaca Buruk,1497,Medium
R007,Yogyakarta - Solo,Siang,BUS-012,2,12.0,17,0,0.36363636363636365,Terminal Padat,1498,Medium
R007,Yogyakarta - Solo,Sore,BUS-038,1,12.0,12,0,0.36363636363636365,Lalu Lintas,1499,Medium
R007,Yogyakarta - Solo,Sore,BUS-052,1,12.0,12,0,0.36363636363636365,Terminal Padat,1500,Medium
R008,Yogyakarta - Purwokerto,Dini Hari,BUS-061,2,12.0,17,0,0.36363636363636365,Cuaca Buruk,1501,Medium
R008,Yogyakarta - Purwokerto,Malam,BUS-018,1,12.0,12,0,0.36363636363636365,Cuaca Buruk,1502,Medium
R008,Yogyakarta - Purwokerto,Malam,BUS-047,1,12.0,12,0,0.36363636363636365,Terminal Padat,1503,Medium
R008,Yogyakarta - Purwokerto,Malam,BUS-073,1,12.0,12,0,0.36363636363636365,Teknis Armada,1504,Medium
R008,Yogyakarta - Purwokerto,Siang,BUS-009,1,12.0,12,0,0.36363636363636365,Cuaca Buruk,1505,Medium
R009,Yogyakarta - Madiun,Dini Hari,BUS-011,1,12.0,12,0,0.36363636363636365,Jalan Rusak,1506,Medium
R009,Yogyakarta - Madiun,Malam,BUS-073,1,12.0,12,0,0.36363636363636365,Teknis Armada,1507,Medium
R009,Yogyakarta - Madiun,Malam,BUS-085,2,12.0,14,0,0.36363636363636365,Cuaca Buruk,1508,Medium
R009,Yogyakarta - Madiun,Pagi,BUS-056,1,12.0,12,0,0.36363636363636365,Terminal Padat,1509,Medium
R009,Yogyakarta - Madiun,Sore,BUS-020,2,12.0,21,0,0.36363636363636365,Teknis Armada,1510,Medium
R009,Yogyakarta - Madiun,Sore,BUS-035,2,12.0,20,0,0.36363636363636365,Cuaca Buruk,1511,Medium
R010,Yogyakarta - Lampung,Dini Hari,BUS-016,1,12.0,12,0,0.36363636363636365,Lalu Lintas,1512,Medium
R010,Yogyakarta - Lampung,Malam,BUS-005,1,12.0,12,0,0.36363636363636365,Terminal Padat,1513,Medium
R010,Yogyakarta - Lampung,Malam,BUS-030,1,12.0,12,0,0.36363636363636365,Jalan Rusak,1514,Medium
R010,Yogyakarta - Lampung,Pagi,BUS-022,1,12.0,12,0,0.36363636363636365,Lalu Lintas,1515,Medium
R010,Yogyakarta - Lampung,Siang,BUS-001,1,12.0,12,0,0.36363636363636365,Lalu Lintas,1516,Medium
R010,Yogyakarta - Lampung,Siang,BUS-057,1,12.0,12,0,0.36363636363636365,Teknis Armada,1517,Medium
R010,Yogyakarta - Lampung,Sore,BUS-027,1,12.0,12,0,0.36363636363636365,Terminal Padat,1518,Medium
R004,Yogyakarta - Semarang,Sore,BUS-048,3,12.0,24,0,0.3636363636363636,Cuaca Buruk,1519,Medium
R005,Yogyakarta - Malang,Dini Hari,BUS-029,3,12.0,20,0,0.3636363636363636,Lalu Lintas,1520,Medium
R005,Yogyakarta - Malang,Malam,BUS-077,3,12.0,15,0,0.3636363636363636,Jalan Rusak,1521,Medium
R009,Yogyakarta - Madiun,Siang,BUS-029,3,12.0,19,0,0.3636363636363636,Lalu Lintas,1522,Medium
R001,Yogyakarta - Jakarta,Malam,BUS-079,4,11.75,22,0,0.3560606060606061,Tidak Ada,1523,Medium
R005,Yogyakarta - Malang,Sore,BUS-011,4,11.75,23,0,0.3560606060606061,Cuaca Buruk,1524,Medium
R002,Yogyakarta - Bandung,Dini Hari,BUS-069,3,11.666666666666666,19,0,0.3535353535353536,Cuaca Buruk,1525,Medium
R001,Yogyakarta - Jakarta,Malam,BUS-037,3,11.666666666666666,18,0,0.35353535353535354,Lalu Lintas,1526,Medium
R004,Yogyakarta - Semarang,Malam,BUS-042,3,11.666666666666666,18,0,0.35353535353535354,Cuaca Buruk,1527,Medium
R010,Yogyakarta - Lampung,Malam,BUS-009,3,11.666666666666666,18,0,0.35353535353535354,Cuaca Buruk,1528,Medium
R003,Yogyakarta - Surabaya,Malam,BUS-022,5,11.6,20,0,0.3515151515151515,Lalu Lintas,1529,Medium
R001,Yogyakarta - Jakarta,Malam,BUS-043,4,11.5,15,0,0.3484848484848485,Teknis Armada,1530,Medium
R001,Yogyakarta - Jakarta,Siang,BUS-019,2,11.5,12,0,0.3484848484848485,Jalan Rusak,1531,Medium
R002,Yogyakarta - Bandung,Sore,BUS-057,2,11.5,12,0,0.3484848484848485,Lalu Lintas,1532,Medium
R002,Yogyakarta - Bandung,Sore,BUS-068,2,11.5,20,0,0.3484848484848485,Jalan Rusak,1533,Medium
R004,Yogyakarta - Semarang,Malam,BUS-022,2,11.5,20,0,0.3484848484848485,Lalu Lintas,1534,Medium
R005,Yogyakarta - Malang,Dini Hari,BUS-081,2,11.5,16,0,0.3484848484848485,Cuaca Buruk,1535,Medium
R006,Yogyakarta - Denpasar,Malam,BUS-024,2,11.5,15,0,0.3484848484848485,Terminal Padat,1536,Medium
R007,Yogyakarta - Solo,Malam,BUS-074,2,11.5,12,0,0.3484848484848485,Jalan Rusak,1537,Medium
R008,Yogyakarta - Purwokerto,Malam,BUS-010,4,11.5,21,0,0.3484848484848485,Tidak Ada,1538,Medium
R008,Yogyakarta - Purwokerto,Malam,BUS-048,2,11.5,19,0,0.3484848484848485,Jalan Rusak,1539,Medium
R008,Yogyakarta - Purwokerto,Sore,BUS-061,2,11.5,16,0,0.3484848484848485,Jalan Rusak,1540,Medium
R009,Yogyakarta - Madiun,Pagi,BUS-017,2,11.5,21,0,0.3484848484848485,Teknis Armada,1541,Medium
R001,Yogyakarta - Jakarta,Malam,BUS-020,2,11.5,18,0,0.34848484848484845,Cuaca Buruk,1542,Medium
R004,Yogyakarta - Semarang,Siang,BUS-029,2,11.5,22,0,0.34848484848484845,Teknis Armada,1543,Medium
R009,Yogyakarta - Madiun,Sore,BUS-065,2,11.5,18,0,0.34848484848484845,Teknis Armada,1544,Medium
R004,Yogyakarta - Semarang,Malam,BUS-012,5,11.4,26,0,0.34545454545454546,Tidak Ada,1545,Medium
R002,Yogyakarta - Bandung,Dini Hari,BUS-010,3,11.333333333333334,22,0,0.3434343434343434,Tidak Ada,1546,Medium
R002,Yogyakarta - Bandung,Malam,BUS-056,3,11.333333333333334,22,0,0.3434343434343434,Lalu Lintas,1547,Medium
R003,Yogyakarta - Surabaya,Malam,BUS-062,3,11.333333333333334,24,0,0.3434343434343434,Tidak Ada,1548,Medium
R003,Yogyakarta - Surabaya,Sore,BUS-081,3,11.333333333333334,13,0,0.3434343434343434,Lalu Lintas,1549,Medium
R008,Yogyakarta - Purwokerto,Sore,BUS-029,3,11.333333333333334,26,0,0.3434343434343434,Tidak Ada,1550,Medium
R002,Yogyakarta - Bandung,Sore,BUS-009,2,11.0,12,0,0.33333333333333337,Teknis Armada,1551,Medium
R003,Yogyakarta - Surabaya,Malam,BUS-011,2,11.0,19,0,0.33333333333333337,Lalu Lintas,1552,Medium
R003,Yogyakarta - Surabaya,Pagi,BUS-024,2,11.0,14,0,0.33333333333333337,Terminal Padat,1553,Medium
R004,Yogyakarta - Semarang,Pagi,BUS-036,2,11.0,20,0,0.33333333333333337,Teknis Armada,1554,Medium
R005,Yogyakarta - Malang,Siang,BUS-007,4,11.0,17,0,0.33333333333333337,Tidak Ada,1555,Medium
R005,Yogyakarta - Malang,Sore,BUS-084,2,11.0,14,0,0.33333333333333337,Jalan Rusak,1556,Medium
R006,Yogyakarta - Denpasar,Malam,BUS-004,2,11.0,19,0,0.33333333333333337,Cuaca Buruk,1557,Medium
R009,Yogyakarta - Madiun,Dini Hari,BUS-056,2,11.0,14,0,0.33333333333333337,Jalan Rusak,1558,Medium
R009,Yogyakarta - Madiun,Malam,BUS-059,2,11.0,16,0,0.33333333333333337,Jalan Rusak,1559,Medium
R001,Yogyakarta - Jakarta,Dini Hari,BUS-059,1,11.0,11,0,0.3333333333333333,Teknis Armada,1560,Medium
R001,Yogyakarta - Jakarta,Malam,BUS-042,1,11.0,11,0,0.3333333333333333,Lalu Lintas,1561,Medium
R001,Yogyakarta - Jakarta,Malam,BUS-058,1,11.0,11,0,0.3333333333333333,Lalu Lintas,1562,Medium
R001,Yogyakarta - Jakarta,Pagi,BUS-005,1,11.0,11,0,0.3333333333333333,Jalan Rusak,1563,Medium
R001,Yogyakarta - Jakarta,Pagi,BUS-062,2,11.0,13,0,0.3333333333333333,Terminal Padat,1564,Medium
R001,Yogyakarta - Jakarta,Pagi,BUS-083,1,11.0,11,0,0.3333333333333333,Terminal Padat,1565,Medium
R001,Yogyakarta - Jakarta,Siang,BUS-043,3,11.0,13,0,0.3333333333333333,Cuaca Buruk,1566,Medium
R001,Yogyakarta - Jakarta,Sore,BUS-072,3,11.0,23,0,0.3333333333333333,Lalu Lintas,1567,Medium
R002,Yogyakarta - Bandung,Dini Hari,BUS-017,1,11.0,11,0,0.3333333333333333,Cuaca Buruk,1568,Medium
R002,Yogyakarta - Bandung,Dini Hari,BUS-047,1,11.0,11,0,0.3333333333333333,Terminal Padat,1569,Medium
R002,Yogyakarta - Bandung,Pagi,BUS-004,1,11.0,11,0,0.3333333333333333,Lalu Lintas,1570,Medium
R002,Yogyakarta - Bandung,Pagi,BUS-050,1,11.0,11,0,0.3333333333333333,Terminal Padat,1571,Medium
R002,Yogyakarta - Bandung,Sore,BUS-029,1,11.0,11,0,0.3333333333333333,Lalu Lintas,1572,Medium
R002,Yogyakarta - Bandung,Sore,BUS-037,1,11.0,11,0,0.3333333333333333,Jalan Rusak,1573,Medium
R003,Yogyakarta - Surabaya,Dini Hari,BUS-013,3,11.0,23,0,0.3333333333333333,Tidak Ada,1574,Medium
R003,Yogyakarta - Surabaya,Dini Hari,BUS-043,1,11.0,11,0,0.3333333333333333,Lalu Lintas,1575,Medium
R003,Yogyakarta - Surabaya,Dini Hari,BUS-064,4,11.0,25,0,0.3333333333333333,Tidak Ada,1576,Medium
R003,Yogyakarta - Surabaya,Malam,BUS-049,2,11.0,13,0,0.3333333333333333,Cuaca Buruk,1577,Medium
R003,Yogyakarta - Surabaya,Malam,BUS-051,3,11.0,15,0,0.3333333333333333,Cuaca Buruk,1578,Medium
R003,Yogyakarta - Surabaya,Pagi,BUS-058,1,11.0,11,0,0.3333333333333333,Jalan Rusak,1579,Medium
R003,Yogyakarta - Surabaya,Pagi,BUS-060,2,11.0,15,0,0.3333333333333333,Terminal Padat,1580,Medium
R003,Yogyakarta - Surabaya,Pagi,BUS-079,1,11.0,11,0,0.3333333333333333,Lalu Lintas,1581,Medium
R003,Yogyakarta - Surabaya,Pagi,BUS-081,3,11.0,16,0,0.3333333333333333,Teknis Armada,1582,Medium
R003,Yogyakarta - Surabaya,Pagi,BUS-083,1,11.0,11,0,0.3333333333333333,Terminal Padat,1583,Medium
R003,Yogyakarta - Surabaya,Siang,BUS-017,2,11.0,18,0,0.3333333333333333,Terminal Padat,1584,Medium
R003,Yogyakarta - Surabaya,Siang,BUS-079,1,11.0,11,0,0.3333333333333333,Cuaca Buruk,1585,Medium
R003,Yogyakarta - Surabaya,Sore,BUS-083,1,11.0,11,0,0.3333333333333333,Cuaca Buruk,1586,Medium
R004,Yogyakarta - Semarang,Dini Hari,BUS-029,1,11.0,11,0,0.3333333333333333,Teknis Armada,1587,Medium
R004,Yogyakarta - Semarang,Malam,BUS-014,1,11.0,11,0,0.3333333333333333,Cuaca Buruk,1588,Medium
R004,Yogyakarta - Semarang,Pagi,BUS-079,2,11.0,21,0,0.3333333333333333,Lalu Lintas,1589,Medium
R004,Yogyakarta - Semarang,Siang,BUS-009,1,11.0,11,0,0.3333333333333333,Terminal Padat,1590,Medium
R004,Yogyakarta - Semarang,Sore,BUS-062,1,11.0,11,0,0.3333333333333333,Terminal Padat,1591,Medium
R004,Yogyakarta - Semarang,Sore,BUS-083,1,11.0,11,0,0.3333333333333333,Teknis Armada,1592,Medium
R005,Yogyakarta - Malang,Malam,BUS-024,3,11.0,14,0,0.3333333333333333,Lalu Lintas,1593,Medium
R005,Yogyakarta - Malang,Malam,BUS-059,3,11.0,14,0,0.3333333333333333,Cuaca Buruk,1594,Medium
R005,Yogyakarta - Malang,Malam,BUS-070,1,11.0,11,0,0.3333333333333333,Jalan Rusak,1595,Medium
R005,Yogyakarta - Malang,Siang,BUS-041,2,11.0,22,0,0.3333333333333333,Terminal Padat,1596,Medium
